address,cars,bluecar counter,utilib_counter,utilib_counter,charge_slots,charging status,city,kind,postal_code,rental_status,slots,station_type,status,subscription_status,year,month,day,hour,minute,timestamp,Total_cars
24 rue de la Paix,0,0,0,0,0,operational,Paris,STATION,75002,operational,4,station,ok,nonexistent,2018,4,5,7,27,2018-04-05 07:27:00,0
36 Rue Ãtienne Marcel,1,1,1,0,0,operational,Paris,STATION,75002,operational,1,station,ok,nonexistent,2018,4,9,13,59,2018-04-09 13:59:00,2
81 rue FalguiÃ¨re,0,0,0,0,0,nonexistent,Paris,PARKING,75015,operational,5,station,ok,nonexistent,2018,4,2,14,57,2018-04-02 14:57:00,0
81 rue FalguiÃ¨re,0,0,0,0,0,nonexistent,Paris,PARKING,75015,operational,3,station,ok,nonexistent,2018,4,9,5,22,2018-04-09 05:22:00,0
37 rue du PrÃ©sident Wilson,0,0,0,0,0,nonexistent,Levallois-Perret,PARKING,92300,operational,0,station,ok,nonexistent,2018,4,2,4,38,2018-04-02 04:38:00,0
3 Rue Dulcie September,3,3,0,0,0,nonexistent,Saint-Ouen,STATION,93400,operational,2,station,ok,nonexistent,2018,4,8,18,34,2018-04-08 18:34:00,3
13 avenue de la Grande ArmÃ©e,0,0,0,0,0,operational,Paris,SPACE,75016,operational,3,full_station,ok,broken,2018,4,8,15,51,2018-04-08 15:51:00,0
47 rue de la Grange aux Belles,3,3,0,0,1,operational,Paris,STATION,75010,operational,2,station,ok,nonexistent,2018,4,1,21,33,2018-04-01 21:33:00,3
47 rue de la Grange aux Belles,1,1,0,0,1,operational,Paris,STATION,75010,operational,4,station,ok,nonexistent,2018,4,8,6,26,2018-04-08 06:26:00,1
6 Boulevard Haussmann,4,4,0,0,0,operational,Paris,STATION,75009,operational,0,station,ok,nonexistent,2018,4,4,11,22,2018-04-04 11:22:00,4
28 Rue Bara,2,2,0,0,0,nonexistent,Issy-les-Moulineaux,STATION,92130,operational,4,station,ok,nonexistent,2018,4,1,23,26,2018-04-01 23:26:00,2
2 Rue des EntrepÃ´ts,0,0,0,0,0,nonexistent,Saint-Ouen,STATION,93400,operational,2,station,ok,nonexistent,2018,4,4,15,54,2018-04-04 15:54:00,0
15 avenue Ãmile Deschanel,3,3,0,0,1,operational,Paris,STATION,75007,operational,3,station,ok,nonexistent,2018,4,2,17,27,2018-04-02 17:27:00,3
3 boulevard du Couchant,3,3,0,0,0,nonexistent,Nanterre,STATION,92000,operational,3,station,ok,nonexistent,2018,4,8,14,26,2018-04-08 14:26:00,3
2 Rue de l'Amiral Coligny,0,0,0,0,2,operational,Paris,STATION,75001,operational,6,station,ok,nonexistent,2018,4,4,8,34,2018-04-04 08:34:00,0
43 avenue de la RÃ©publique,1,1,0,0,0,nonexistent,Montrouge,SPACE,92120,operational,2,full_station,ok,operational,2018,4,7,20,4,2018-04-07 20:04:00,1
2 rue Pierre Renaudel,4,4,0,0,0,nonexistent,Champigny-sur-Marne,SPACE,94500,operational,2,full_station,ok,operational,2018,4,3,14,7,2018-04-03 14:07:00,4
171 boulevard Saint-Germain,3,3,0,0,0,nonexistent,Paris,PARKING,75006,operational,3,station,ok,nonexistent,2018,4,4,18,39,2018-04-04 18:39:00,3
17 Avenue de Colmar,6,6,0,0,0,nonexistent,Rueil-Malmaison,STATION,92500,operational,0,station,ok,nonexistent,2018,4,6,17,8,2018-04-06 17:08:00,6
36 Rue des Saussaies,5,5,0,0,0,nonexistent,Cachan,STATION,94230,operational,1,station,ok,nonexistent,2018,4,7,22,26,2018-04-07 22:26:00,5
20 Chemin LatÃ©ral,5,5,0,0,0,operational,Drancy,STATION,93700,operational,1,station,ok,nonexistent,2018,4,9,19,15,2018-04-09 19:15:00,5
32 boulevard Jean-Baptiste Oudry,1,1,0,0,0,nonexistent,CrÃ©teil,STATION,94000,operational,5,station,ok,nonexistent,2018,4,1,7,9,2018-04-01 07:09:00,1
10 rue du Quatre septembre,0,0,0,0,1,operational,Paris,STATION,75002,operational,5,station,ok,nonexistent,2018,4,3,3,53,2018-04-03 03:53:00,0
2 Avenue Albert 1er,3,3,0,0,0,nonexistent,Rueil-Malmaison,STATION,92500,operational,0,station,ok,nonexistent,2018,4,4,19,41,2018-04-04 19:41:00,3
1 Place Ferrari,6,6,0,0,0,nonexistent,Clamart,STATION,92140,operational,1,station,ok,nonexistent,2018,4,6,21,53,2018-04-06 21:53:00,6
6 rue Paulin Enfert,4,4,0,0,0,operational,Paris,STATION,75013,operational,0,station,ok,nonexistent,2018,4,8,23,57,2018-04-08 23:57:00,4
29 rue Doudeauville,5,5,0,0,0,operational,Paris,STATION,75018,operational,1,station,ok,nonexistent,2018,4,4,17,42,2018-04-04 17:42:00,5
19 rue de Chateaubriand,5,5,0,0,0,operational,Paris,STATION,75008,operational,0,station,ok,nonexistent,2018,4,4,11,22,2018-04-04 11:22:00,5
2 Place Charles de Gaulle,2,2,0,0,0,nonexistent,Vaucresson,STATION,92420,operational,3,station,ok,nonexistent,2018,4,9,10,3,2018-04-09 10:03:00,2
89 Avenue Albert Petit,6,6,0,0,0,nonexistent,Bagneux,STATION,92220,operational,0,station,ok,nonexistent,2018,4,3,0,12,2018-04-03 00:12:00,6
4 Avenue SecrÃ©tan,0,0,0,1,2,operational,Paris,STATION,75019,operational,5,station,ok,nonexistent,2018,4,8,7,31,2018-04-08 07:31:00,1
61 Boulevard Ãmile Zola,4,4,0,0,0,nonexistent,Nanterre,STATION,92000,operational,2,station,ok,nonexistent,2018,4,2,18,4,2018-04-02 18:04:00,4
16 rue du TÃ©lÃ©graphe,0,0,1,0,1,operational,Paris,STATION,75020,operational,3,station,ok,nonexistent,2018,4,1,12,22,2018-04-01 12:22:00,1
4 Rue Lobau,0,0,0,0,0,nonexistent,Paris,PARKING,75004,broken,0,station,closed,broken,2018,4,8,5,17,2018-04-08 05:17:00,0
162 rue de la Roquette,0,0,0,0,1,operational,Paris,STATION,75011,operational,5,station,ok,nonexistent,2018,4,1,12,0,2018-04-01 12:00:00,0
71 rue Froidevaux,1,1,0,0,0,nonexistent,Paris,STATION,75014,operational,3,station,ok,nonexistent,2018,4,9,19,37,2018-04-09 19:37:00,1
19 rue LÃ©on Renault,6,6,0,1,0,operational,Les Lilas,STATION,93260,operational,0,station,ok,nonexistent,2018,4,7,21,28,2018-04-07 21:28:00,7
35 Rue Louis Blanc,4,4,0,0,0,nonexistent,Saint-Ouen,STATION,93400,operational,2,station,ok,nonexistent,2018,4,8,21,51,2018-04-08 21:51:00,4
5 Place du Commerce,5,5,0,0,0,operational,Paris,STATION,75015,operational,1,station,ok,nonexistent,2018,4,7,5,6,2018-04-07 05:06:00,5
13 Rue Paul Lafargue,1,1,0,0,0,nonexistent,Saint-Ouen,SPACE,93400,operational,4,full_station,ok,operational,2018,4,2,8,24,2018-04-02 08:24:00,1
1 rue de YÃ©limanÃ©,3,3,0,0,0,nonexistent,Montreuil,STATION,93100,operational,1,station,ok,nonexistent,2018,4,8,16,41,2018-04-08 16:41:00,3
26 villa Croix-Nivert,5,5,0,0,0,nonexistent,Paris,PARKING,75015,operational,0,station,ok,nonexistent,2018,4,9,22,32,2018-04-09 22:32:00,5
20 Rue Villiot,0,0,0,0,0,broken,Paris,SPACE,75012,broken,0,full_station,closed,broken,2018,4,8,11,35,2018-04-08 11:35:00,0
160 avenue LÃ©on Blum,0,0,0,0,0,nonexistent,Maisons-Alfort,STATION,94700,operational,6,station,ok,nonexistent,2018,4,4,14,41,2018-04-04 14:41:00,0
15 Rue Marcel Ethis,4,4,0,0,0,nonexistent,Romainville,STATION,93230,operational,0,station,ok,nonexistent,2018,4,3,21,16,2018-04-03 21:16:00,4
42 avenue de Friedland,2,2,0,0,0,nonexistent,Paris,STATION,75008,operational,1,station,ok,nonexistent,2018,4,4,18,38,2018-04-04 18:38:00,2
215 rue Henri Barbusse,4,4,0,1,0,nonexistent,Argenteuil,STATION,95100,operational,1,station,ok,nonexistent,2018,4,8,4,49,2018-04-08 04:49:00,5
1 Rue de la Meurthe,4,4,0,2,0,operational,Paris,STATION,75019,operational,1,station,ok,nonexistent,2018,4,4,7,42,2018-04-04 07:42:00,6
23 avenue du GÃ©nÃ©ral de Gaulle,0,0,0,0,0,nonexistent,Gennevilliers,STATION,92230,operational,6,station,ok,nonexistent,2018,4,5,11,5,2018-04-05 11:05:00,0
9 Rue de la Gare,6,6,0,0,0,nonexistent,Nanterre,STATION,92000,operational,0,station,ok,nonexistent,2018,4,1,7,41,2018-04-01 07:41:00,6
104 avenue Ledru Rollin,2,2,0,0,0,operational,Paris,STATION,75011,operational,2,station,ok,nonexistent,2018,4,5,4,30,2018-04-05 04:30:00,2
25 rue Henri Barbusse,2,2,0,0,1,operational,Paris,STATION,75005,operational,2,station,ok,nonexistent,2018,4,6,17,52,2018-04-06 17:52:00,2
115 avenue de Malakoff,5,5,1,0,0,nonexistent,Paris,STATION,75016,operational,0,station,ok,nonexistent,2018,4,9,11,43,2018-04-09 11:43:00,6
82 rue de CrimÃ©e,4,4,0,1,0,operational,Paris,STATION,75019,operational,1,station,ok,nonexistent,2018,4,5,1,28,2018-04-05 01:28:00,5
26 Place de la Nation,0,0,0,0,2,operational,Paris,STATION,75012,operational,4,station,ok,nonexistent,2018,4,9,5,39,2018-04-09 05:39:00,0
2 Avenue LeÌon Blum,5,5,0,0,0,nonexistent,Le Plessis-Robinson,SPACE,92350,operational,1,full_station,ok,broken,2018,4,8,18,4,2018-04-08 18:04:00,5
19 rue LÃ©on Renault,6,6,0,0,0,operational,Les Lilas,STATION,93260,operational,0,station,ok,nonexistent,2018,4,5,7,26,2018-04-05 07:26:00,6
21 avenue de Paris,6,6,0,0,0,nonexistent,ChÃ¢tillon,STATION,92320,operational,0,station,ok,nonexistent,2018,4,4,3,32,2018-04-04 03:32:00,6
22 rue de Lorraine,4,4,0,0,0,nonexistent,Paris,STATION,75019,operational,0,station,ok,nonexistent,2018,4,1,7,7,2018-04-01 07:07:00,4
46 rue Edgard Quinet,4,4,0,0,0,nonexistent,Neuilly-Plaisance,STATION,93360,operational,2,station,ok,nonexistent,2018,4,1,23,54,2018-04-01 23:54:00,4
231 rue des PyrÃ©nÃ©es,1,1,0,0,0,nonexistent,Paris,STATION,75020,operational,2,station,ok,nonexistent,2018,4,5,9,49,2018-04-05 09:49:00,1
14 rue Bertin PoirÃ©e,0,0,0,0,1,operational,Paris,STATION,75001,operational,3,station,ok,nonexistent,2018,4,6,16,5,2018-04-06 16:05:00,0
2 rue des Eaux,6,6,0,0,0,operational,Paris,STATION,75016,operational,0,station,ok,nonexistent,2018,4,3,6,11,2018-04-03 06:11:00,6
16 Rue Molitor,1,1,0,0,1,operational,Paris,STATION,75016,operational,4,station,ok,nonexistent,2018,4,8,23,45,2018-04-08 23:45:00,1
16 Avenue du MarÃ©chal Lyautey,5,5,0,0,0,nonexistent,CrÃ©teil,STATION,94000,operational,1,station,ok,nonexistent,2018,4,7,16,2,2018-04-07 16:02:00,5
24 rue du ChÃ¢teau Landon,1,1,0,0,0,operational,Paris,STATION,75010,operational,3,station,ok,nonexistent,2018,4,3,5,13,2018-04-03 05:13:00,1
199 Rue du Faubourg Saint-Antoine,4,4,0,0,0,nonexistent,Paris,SPACE,75011,operational,0,full_station,ok,operational,2018,4,3,9,41,2018-04-03 09:41:00,4
8 rue des Chantiers,2,2,0,0,0,nonexistent,Versailles,SPACE,78000,operational,4,full_station,ok,operational,2018,4,2,5,50,2018-04-02 05:50:00,2
8 rue Adolphe Mille,2,2,0,0,0,operational,Paris,STATION,75019,operational,1,station,ok,nonexistent,2018,4,3,12,25,2018-04-03 12:25:00,2
8 Rue Denfert Rochereau,6,6,0,0,0,nonexistent,AsniÃ¨res-sur-Seine,STATION,92600,operational,0,station,ok,nonexistent,2018,4,2,18,46,2018-04-02 18:46:00,6
2 avenue des murs du parc,0,0,0,0,0,nonexistent,Vincennes,STATION,94300,operational,6,station,ok,nonexistent,2018,4,9,19,1,2018-04-09 19:01:00,0
3 rue de BÃ©rite,0,0,0,0,0,nonexistent,Paris,STATION,75006,operational,2,station,ok,nonexistent,2018,4,8,17,32,2018-04-08 17:32:00,0
19 place de la Madeleine,6,6,0,0,0,nonexistent,Paris,PARKING,75008,operational,0,station,ok,nonexistent,2018,4,3,20,8,2018-04-03 20:08:00,6
10 rue Jean Nicot,2,2,0,0,0,nonexistent,Paris,STATION,75007,operational,2,station,ok,nonexistent,2018,4,2,15,40,2018-04-02 15:40:00,2
84 Rue Cartier Bresson,4,4,0,0,0,nonexistent,Pantin,STATION,93500,operational,0,station,ok,nonexistent,2018,4,2,21,4,2018-04-02 21:04:00,4
22 boulevard FÃ©lix Faure,4,4,0,0,0,nonexistent,Aulnay-sous-bois,SPACE,93600,operational,2,full_station,ok,operational,2018,4,5,14,16,2018-04-05 14:16:00,4
19 rue BrÃ©montier,3,3,0,0,1,operational,Paris,STATION,75017,operational,3,station,ok,nonexistent,2018,4,1,8,2,2018-04-01 08:02:00,3
7 rue Arthur Chevalier,6,6,0,0,0,nonexistent,Aulnay-sous-bois,STATION,93600,operational,0,station,ok,nonexistent,2018,4,9,16,52,2018-04-09 16:52:00,6
169 avenue de Flandre,3,3,0,0,1,operational,Paris,SPACE,75019,operational,2,full_station,ok,broken,2018,4,8,4,37,2018-04-08 04:37:00,3
15 rue de Rocroy,0,0,0,0,0,operational,Paris,STATION,75010,operational,3,station,ok,nonexistent,2018,4,9,16,39,2018-04-09 16:39:00,0
65 Avenue Lenine,4,4,0,0,0,nonexistent,Nanterre,STATION,92000,operational,2,station,ok,nonexistent,2018,4,9,22,17,2018-04-09 22:17:00,4
2 rue Ponceau,4,4,0,0,0,nonexistent,Meudon,STATION,92190,operational,0,station,ok,nonexistent,2018,4,1,2,25,2018-04-01 02:25:00,4
1 avenue Georges Mandel,0,0,0,0,2,operational,Paris,STATION,75016,operational,5,station,ok,nonexistent,2018,4,5,23,58,2018-04-05 23:58:00,0
131 rue du Chevaleret,2,2,0,0,2,operational,Paris,STATION,75013,operational,4,station,ok,nonexistent,2018,4,8,23,50,2018-04-08 23:50:00,2
35 quai Alphonse Le Gallo,5,5,0,1,0,nonexistent,Boulogne-Billancourt,STATION,92100,operational,0,station,ok,nonexistent,2018,4,7,6,6,2018-04-07 06:06:00,6
98 avenue Albert 1er,0,0,0,0,0,nonexistent,Rueil-Malmaison,STATION,92500,operational,6,station,ok,nonexistent,2018,4,5,23,21,2018-04-05 23:21:00,0
2 Avenue Mozart,3,3,0,0,0,nonexistent,Paris,STATION,75016,operational,0,station,ok,nonexistent,2018,4,8,13,5,2018-04-08 13:05:00,3
123 Grande Rue,3,3,0,0,0,nonexistent,SÃ¨vres,STATION,92310,operational,1,station,ok,nonexistent,2018,4,4,2,33,2018-04-04 02:33:00,3
1 Rue Georges Corete,0,0,0,0,0,nonexistent,Gennevilliers,SPACE,92230,broken,0,full_station,closed,broken,2018,4,3,5,23,2018-04-03 05:23:00,0
1 place Stalingrad,6,6,0,0,0,nonexistent,Neuilly-Plaisance,STATION,93360,operational,0,station,ok,nonexistent,2018,4,2,16,20,2018-04-02 16:20:00,6
5 rue Jacques Callot,0,0,0,0,0,nonexistent,Paris,STATION,75006,operational,2,station,ok,nonexistent,2018,4,4,22,40,2018-04-04 22:40:00,0
21 avenue de la Fontaine du Tertre,6,6,0,0,0,nonexistent,Suresnes,STATION,92150,operational,0,station,ok,nonexistent,2018,4,5,1,8,2018-04-05 01:08:00,6
1 rue Croulebarbe,4,4,0,0,0,operational,Paris,STATION,75013,operational,2,station,ok,nonexistent,2018,4,6,7,25,2018-04-06 07:25:00,4
9 rue Lobineau,1,1,0,1,1,operational,Paris,STATION,75006,operational,2,station,ok,nonexistent,2018,4,1,18,36,2018-04-01 18:36:00,2
33 rue de Lourmel,1,1,0,0,0,nonexistent,Paris,STATION,75015,operational,2,station,ok,nonexistent,2018,4,9,18,19,2018-04-09 18:19:00,1
8 rue de Lyon,0,0,0,1,0,nonexistent,Paris,STATION,75012,operational,2,station,ok,nonexistent,2018,4,7,15,13,2018-04-07 15:13:00,1
22 Boulevard de Belleville,1,1,0,1,0,nonexistent,Paris,STATION,75020,operational,1,station,ok,nonexistent,2018,4,3,10,59,2018-04-03 10:59:00,2
90 boulevard National,0,0,0,0,0,nonexistent,La Garenne-Colombes,STATION,92250,operational,6,station,ok,nonexistent,2018,4,3,10,52,2018-04-03 10:52:00,0
109 avenue FÃ©lix Faure,4,4,0,0,0,operational,Paris,SPACE,75015,operational,1,full_station,ok,broken,2018,4,2,13,36,2018-04-02 13:36:00,4
21 Quai de la Tournelle,1,1,0,0,0,nonexistent,Paris,STATION,75005,operational,3,station,ok,nonexistent,2018,4,6,6,34,2018-04-06 06:34:00,1
44 rue SÃ©bastien Mercier,5,5,0,0,0,nonexistent,Paris,STATION,75015,operational,1,station,ok,nonexistent,2018,4,9,21,32,2018-04-09 21:32:00,5
12 Avenue de la Division Leclerc,0,0,0,0,0,nonexistent,ChÃ¢tillon,SPACE,92320,operational,5,full_station,ok,operational,2018,4,3,19,48,2018-04-03 19:48:00,0
93 avenue Victor Hugo,1,1,0,0,1,operational,Paris,STATION,75016,operational,4,station,ok,nonexistent,2018,4,9,1,0,2018-04-09 01:00:00,1
15 bis rue de Tolbiac,0,0,0,0,0,nonexistent,Paris,STATION,75013,operational,4,station,ok,nonexistent,2018,4,1,6,38,2018-04-01 06:38:00,0
2 rue Paul CÃ©zanne,2,2,0,0,0,nonexistent,Neuilly-Plaisance,SPACE,93360,operational,2,full_station,ok,operational,2018,4,3,12,56,2018-04-03 12:56:00,2
6 avenue du Mahatma Gandhi,3,3,0,1,0,nonexistent,Paris,STATION,75016,operational,0,station,ok,nonexistent,2018,4,8,16,7,2018-04-08 16:07:00,4
49 Rue Paul Vaillant Couturier,2,2,0,1,0,nonexistent,Malakoff,STATION,92240,operational,1,station,ok,nonexistent,2018,4,4,6,21,2018-04-04 06:21:00,3
6 avenue du Mahatma Gandhi,3,3,0,0,0,nonexistent,Paris,STATION,75016,operational,2,station,ok,nonexistent,2018,4,8,6,57,2018-04-08 06:57:00,3
35 rue de Boucry,0,0,0,0,0,broken,Paris,STATION,75018,broken,0,station,closed,nonexistent,2018,4,5,3,0,2018-04-05 03:00:00,0
5 rue de Bellechasse,0,0,0,0,0,nonexistent,Paris,STATION,75007,operational,3,station,ok,nonexistent,2018,4,6,1,30,2018-04-06 01:30:00,0
18 Boulevard Garibaldi,6,6,0,0,0,nonexistent,Issy-les-Moulineaux,STATION,92130,operational,0,station,ok,nonexistent,2018,4,3,6,53,2018-04-03 06:53:00,6
26 villa Croix-Nivert,2,2,0,0,0,nonexistent,Paris,PARKING,75015,operational,4,station,ok,nonexistent,2018,4,1,5,51,2018-04-01 05:51:00,2
249 avenue Gambetta,0,0,0,0,0,broken,Paris,STATION,75020,broken,0,station,closed,nonexistent,2018,4,9,16,42,2018-04-09 16:42:00,0
45 rue Jeanne D'Arc,4,4,0,0,0,nonexistent,Paris,STATION,75013,operational,0,station,ok,nonexistent,2018,4,6,0,43,2018-04-06 00:43:00,4
92 Boulevard des Batignolles,2,2,0,0,0,broken,Paris,STATION,75017,operational,1,station,ok,nonexistent,2018,4,9,23,40,2018-04-09 23:40:00,2
101 Avenue Mozart,4,4,0,0,0,nonexistent,Paris,STATION,75016,operational,0,station,ok,nonexistent,2018,4,5,7,58,2018-04-05 07:58:00,4
37 quai de Grenelle,6,6,0,0,0,operational,Paris,STATION,75015,operational,0,station,ok,nonexistent,2018,4,4,15,35,2018-04-04 15:35:00,6
4 rue de Colombes,0,0,0,0,0,nonexistent,AsniÃ¨res-sur-Seine,STATION,92600,operational,4,station,ok,nonexistent,2018,4,4,11,5,2018-04-04 11:05:00,0
123 boulevard Victor Hugo,4,4,0,0,0,nonexistent,Clichy-la-Garenne,STATION,92210,operational,0,station,ok,nonexistent,2018,4,9,8,19,2018-04-09 08:19:00,4
143 avenue Roger Salengro,0,0,0,0,0,nonexistent,ChÃ¢tenay-Malabry,STATION,92290,broken,0,station,closed,nonexistent,2018,4,9,0,43,2018-04-09 00:43:00,0
96 Avenue Simon Bolivar,2,2,0,1,1,operational,Paris,STATION,75019,operational,2,station,ok,nonexistent,2018,4,9,10,15,2018-04-09 10:15:00,3
23 rue des Bernardins,1,1,0,0,1,operational,Paris,STATION,75005,operational,4,station,ok,nonexistent,2018,4,3,7,51,2018-04-03 07:51:00,1
11 avenue Pasteur,5,5,0,0,0,nonexistent,Saint-MandÃ©,STATION,94160,operational,2,station,ok,nonexistent,2018,4,7,11,11,2018-04-07 11:11:00,5
142 rue du Bac,0,0,0,0,0,operational,Paris,STATION,75007,operational,5,station,ok,nonexistent,2018,4,8,3,51,2018-04-08 03:51:00,0
101 Avenue Mozart,0,0,0,0,0,nonexistent,Paris,STATION,75016,operational,1,station,ok,nonexistent,2018,4,9,18,37,2018-04-09 18:37:00,0
50 Boulevard Henri Sellier,4,4,0,0,0,nonexistent,Suresnes,STATION,92150,operational,2,station,ok,nonexistent,2018,4,3,22,33,2018-04-03 22:33:00,4
171 Rue de la Convention,0,0,0,0,0,nonexistent,Paris,STATION,75015,operational,2,station,ok,nonexistent,2018,4,6,17,50,2018-04-06 17:50:00,0
131 rue du Chevaleret,3,3,0,0,1,operational,Paris,STATION,75013,operational,3,station,ok,nonexistent,2018,4,5,4,1,2018-04-05 04:01:00,3
5 rue FrÃ©dÃ©rick LemaÃ®tre,6,6,0,0,0,operational,Paris,STATION,75020,operational,0,station,ok,nonexistent,2018,4,5,2,29,2018-04-05 02:29:00,6
92 rue Pierre Brossolette,5,5,1,0,0,nonexistent,Yerres,STATION,91330,operational,0,station,ok,nonexistent,2018,4,7,19,59,2018-04-07 19:59:00,6
4 rue Valiton,0,0,0,0,0,nonexistent,Clichy-la-Garenne,STATION,92110,operational,6,station,ok,nonexistent,2018,4,5,15,19,2018-04-05 15:19:00,0
53 rue du Bois l'AbbÃ©,1,1,0,0,0,nonexistent,Champigny-sur-Marne,STATION,94500,operational,3,station,ok,nonexistent,2018,4,6,0,3,2018-04-06 00:03:00,1
17 Place de la RÃ©publique,0,0,0,0,0,nonexistent,Paris,STATION,75003,operational,4,station,ok,nonexistent,2018,4,4,2,0,2018-04-04 02:00:00,0
86 rue Pelleport,3,3,0,0,0,nonexistent,Paris,STATION,75020,operational,1,station,ok,nonexistent,2018,4,6,16,18,2018-04-06 16:18:00,3
14 rue Velpeau,3,3,0,0,0,nonexistent,Antony,STATION,92160,operational,0,station,ok,nonexistent,2018,4,6,19,51,2018-04-06 19:51:00,3
16 Rue du Faubourg Saint-Antoine,0,0,0,0,0,broken,Paris,STATION,75012,broken,0,station,closed,nonexistent,2018,4,5,15,12,2018-04-05 15:12:00,0
6 avenue du Mesnil,1,1,0,0,0,nonexistent,Saint-Maur,STATION,94100,operational,3,station,ok,nonexistent,2018,4,6,6,39,2018-04-06 06:39:00,1
128 avenue de la RÃ©publique,4,4,0,1,0,operational,Paris,STATION,75011,operational,0,station,ok,nonexistent,2018,4,3,9,19,2018-04-03 09:19:00,5
2 Avenue de Taillebourg,4,4,0,0,0,operational,Paris,STATION,75011,operational,0,station,ok,nonexistent,2018,4,4,10,37,2018-04-04 10:37:00,4
21 rue Miollis,3,3,0,0,1,operational,Paris,STATION,75015,operational,2,station,ok,nonexistent,2018,4,9,1,1,2018-04-09 01:01:00,3
35 Rue Louis Blanc,0,0,0,0,0,nonexistent,Saint-Ouen,STATION,93400,operational,6,station,ok,nonexistent,2018,4,1,14,29,2018-04-01 14:29:00,0
46 rue Edgard Quinet,5,5,0,0,0,nonexistent,Neuilly-Plaisance,STATION,93360,operational,1,station,ok,nonexistent,2018,4,8,17,47,2018-04-08 17:47:00,5
17 rue Caulaincourt,0,0,0,0,0,nonexistent,Paris,STATION,75018,operational,1,station,ok,nonexistent,2018,4,6,17,6,2018-04-06 17:06:00,0
12 bis Route de la Reine,5,5,0,0,0,nonexistent,Boulogne-Billancourt,STATION,92100,operational,0,station,ok,nonexistent,2018,4,8,12,51,2018-04-08 12:51:00,5
31 avenue de la Division Leclerc,7,7,0,0,0,nonexistent,Fontenay-aux-Roses,STATION,92260,operational,0,station,ok,nonexistent,2018,4,4,4,9,2018-04-04 04:09:00,7
1bis rue Ravignan,3,3,0,1,0,operational,Paris,STATION,75018,operational,0,station,ok,nonexistent,2018,4,1,22,31,2018-04-01 22:31:00,4
125 rue Diderot,5,5,0,0,0,nonexistent,Drancy,STATION,93700,operational,0,station,ok,nonexistent,2018,4,8,5,4,2018-04-08 05:04:00,5
245 boulevard Jean JaurÃ¨s,6,6,0,0,0,nonexistent,Boulogne-Billancourt,STATION,92100,operational,0,station,ok,nonexistent,2018,4,4,6,30,2018-04-04 06:30:00,6
2 rue Marie-AndrÃ©e Lagroua Weil-Halle,1,1,0,0,0,nonexistent,Paris,STATION,75013,operational,3,station,ok,nonexistent,2018,4,9,19,57,2018-04-09 19:57:00,1
41 rue Didot,1,1,0,0,0,nonexistent,Paris,STATION,75014,operational,0,station,ok,nonexistent,2018,4,7,21,34,2018-04-07 21:34:00,1
143 Rue La Fayette,0,0,0,0,0,nonexistent,Paris,STATION,75010,operational,4,station,ok,nonexistent,2018,4,5,14,36,2018-04-05 14:36:00,0
55 boulevard de la Villette,5,5,0,0,0,operational,Paris,STATION,75010,operational,0,station,ok,nonexistent,2018,4,4,19,40,2018-04-04 19:40:00,5
1 place du 11 Novembre 1918,0,0,0,0,0,nonexistent,Clichy-sous-Bois,SPACE,93390,broken,0,full_station,closed,broken,2018,4,7,14,13,2018-04-07 14:13:00,0
