address,cars,bluecar counter,utilib_counter,utilib_counter,charge_slots,charging status,city,kind,postal_code,rental_status,slots,station_type,status,subscription_status,year,month,day,hour,minute,timestamp,Total_cars
59 avenue Reille,2,2,0,0,2,operational,Paris,STATION,75014,operational,4,station,ok,nonexistent,2018,4,7,5,0,2018-04-07 05:00:00,2
36 Rue des Saussaies,3,3,0,1,0,nonexistent,Cachan,STATION,94230,operational,2,station,ok,nonexistent,2018,4,3,8,43,2018-04-03 08:43:00,4
38 Rue LacÃ©pÃ¨de,0,0,0,0,0,broken,Paris,STATION,75005,broken,0,station,closed,nonexistent,2018,4,1,21,19,2018-04-01 21:19:00,0
86 avenue de la RÃ©publique,0,0,0,0,2,operational,Paris,STATION,75011,operational,5,station,ok,nonexistent,2018,4,7,9,5,2018-04-07 09:05:00,0
33 rue Ernest Cognacq,1,1,0,1,0,nonexistent,Levallois-Perret,PARKING,92300,operational,1,station,ok,nonexistent,2018,4,7,16,3,2018-04-07 16:03:00,2
10 Rue Anizan Cavillon,0,0,0,0,0,nonexistent,Le Bourget,SPACE,93350,broken,0,full_station,closed,broken,2018,4,2,3,19,2018-04-02 03:19:00,0
62 Rue Ramey,5,5,0,1,0,operational,Paris,STATION,75018,operational,0,station,ok,nonexistent,2018,4,3,5,8,2018-04-03 05:08:00,6
3 rue Olivier de Serres,0,0,0,0,0,operational,Paris,STATION,75015,operational,3,station,ok,nonexistent,2018,4,1,16,49,2018-04-01 16:49:00,0
70 avenue du GÃ©nÃ©ral de Gaulle,0,0,0,0,0,nonexistent,Puteaux,STATION,92800,operational,6,station,ok,nonexistent,2018,4,4,22,17,2018-04-04 22:17:00,0
5 Rue Jean Marin Naudin,2,2,0,0,0,nonexistent,Bagneux,STATION,92220,operational,4,station,ok,nonexistent,2018,4,7,7,4,2018-04-07 07:04:00,2
46 rue Edgard Quinet,6,6,0,0,0,nonexistent,Neuilly-Plaisance,STATION,93360,operational,0,station,ok,nonexistent,2018,4,4,8,53,2018-04-04 08:53:00,6
1 Place Georges Pompidou,2,2,0,0,0,nonexistent,Levallois-Perret,PARKING,92300,operational,3,station,ok,nonexistent,2018,4,2,10,55,2018-04-02 10:55:00,2
19 rue de Suresnes,3,3,0,1,0,nonexistent,Nanterre,STATION,92000,operational,2,station,ok,nonexistent,2018,4,8,10,22,2018-04-08 10:22:00,4
60 Avenue du PrÃ©sident Franklin Roosevelt,7,7,0,0,0,operational,Sceaux,STATION,92330,operational,0,station,ok,nonexistent,2018,4,1,11,49,2018-04-01 11:49:00,7
50 Boulevard Henri Sellier,5,5,0,0,0,nonexistent,Suresnes,STATION,92150,operational,1,station,ok,nonexistent,2018,4,2,13,10,2018-04-02 13:10:00,5
6 rue de Londres,0,0,0,0,0,nonexistent,Paris,STATION,75009,broken,0,station,closed,nonexistent,2018,4,3,6,3,2018-04-03 06:03:00,0
330 rue des PyrÃ©nÃ©es,1,1,0,0,1,operational,Paris,SPACE,75020,operational,1,full_station,ok,broken,2018,4,9,8,22,2018-04-09 08:22:00,1
Place Montgolfier - Parking Montgolfier,0,0,0,0,0,nonexistent,Saint-Maurice,PARKING,94410,operational,6,station,ok,nonexistent,2018,4,6,3,48,2018-04-06 03:48:00,0
61 rue Pierre Brossolette,5,5,0,0,0,nonexistent,Montreuil,STATION,93100,operational,0,station,ok,nonexistent,2018,4,1,2,40,2018-04-01 02:40:00,5
57 avenue du Roule,4,4,0,0,0,nonexistent,Neuilly-sur-Seine,PARKING,92200,operational,1,station,ok,nonexistent,2018,4,8,15,17,2018-04-08 15:17:00,4
7 rue Nicolas Taunay,2,2,0,0,1,operational,Paris,STATION,75014,operational,2,station,ok,nonexistent,2018,4,9,10,1,2018-04-09 10:01:00,2
30 Boulevard de MÃ©nilmontant,5,5,0,0,0,operational,Paris,STATION,75020,operational,1,station,ok,nonexistent,2018,4,6,14,47,2018-04-06 14:47:00,5
108 Rue Balard,2,2,1,0,2,operational,Paris,STATION,75015,operational,2,station,ok,nonexistent,2018,4,8,21,56,2018-04-08 21:56:00,3
126 Rue Legendre,1,1,0,0,1,operational,Paris,STATION,75017,operational,3,station,ok,nonexistent,2018,4,1,13,32,2018-04-01 13:32:00,1
236 Avenue Henri Barbusse,2,2,0,0,0,nonexistent,Drancy,STATION,93700,operational,2,station,ok,nonexistent,2018,4,1,22,33,2018-04-01 22:33:00,2
15 place du GÃ©nÃ©ral de Gaulle,5,5,0,0,0,nonexistent,Montreuil,STATION,93100,operational,2,station,ok,nonexistent,2018,4,9,22,14,2018-04-09 22:14:00,5
188 Rue du Lieutenant-Colonel de Montbrison,5,5,0,0,0,nonexistent,Rueil-Malmaison,STATION,92500,operational,0,station,ok,nonexistent,2018,4,2,13,31,2018-04-02 13:31:00,5
6 avenue Emile Zola,3,3,0,0,0,nonexistent,Paris,STATION,75015,operational,1,station,ok,nonexistent,2018,4,1,2,47,2018-04-01 02:47:00,3
28 Avenue du MarÃ©chal Joffre,2,2,0,0,0,nonexistent,Nanterre,STATION,92000,operational,3,station,ok,nonexistent,2018,4,9,12,51,2018-04-09 12:51:00,2
32 boulevard Exelmans,4,4,0,0,0,operational,Paris,STATION,75016,operational,1,station,ok,nonexistent,2018,4,4,2,2,2018-04-04 02:02:00,4
123 Rue du Faubourg Saint-HonorÃ©,0,0,0,0,2,operational,Paris,STATION,75008,operational,6,station,ok,nonexistent,2018,4,7,6,22,2018-04-07 06:22:00,0
20 Quai de la MÃ©gisserie,0,0,0,0,0,nonexistent,Paris,CENTER,75001,nonexistent,0,subs_center,ok,operational,2018,4,2,13,28,2018-04-02 13:28:00,0
5 Place du Commerce,5,5,0,0,0,operational,Paris,STATION,75015,operational,0,station,ok,nonexistent,2018,4,7,8,56,2018-04-07 08:56:00,5
17 Place de la RÃ©publique,2,2,0,0,0,nonexistent,Paris,STATION,75003,operational,1,station,ok,nonexistent,2018,4,2,23,34,2018-04-02 23:34:00,2
142 rue du Bac,1,1,0,0,0,operational,Paris,STATION,75007,operational,3,station,ok,nonexistent,2018,4,6,18,39,2018-04-06 18:39:00,1
64 Boulevard Maurice Barres,2,2,0,0,0,nonexistent,Neuilly-sur-Seine,STATION,92200,operational,1,station,ok,nonexistent,2018,4,3,19,48,2018-04-03 19:48:00,2
220 rue Marcadet,0,0,0,0,0,operational,Paris,STATION,75018,operational,5,station,ok,nonexistent,2018,4,4,12,25,2018-04-04 12:25:00,0
45 rue Worth,2,2,0,0,0,nonexistent,Suresnes,STATION,92150,operational,4,station,ok,nonexistent,2018,4,6,22,9,2018-04-06 22:09:00,2
8 avenue Ãdouard Belin,4,4,0,0,0,nonexistent,Rueil-Malmaison,STATION,92500,operational,0,station,ok,nonexistent,2018,4,8,9,30,2018-04-08 09:30:00,4
20 rue Clovis,4,4,0,0,0,operational,Paris,STATION,75005,operational,0,station,ok,nonexistent,2018,4,8,15,45,2018-04-08 15:45:00,4
1 place du 11 Novembre 1918,0,0,0,0,0,nonexistent,Clichy-sous-Bois,SPACE,93390,broken,0,full_station,closed,broken,2018,4,4,0,18,2018-04-04 00:18:00,0
71 rue Marx Dormoy,0,0,0,0,0,nonexistent,Fontenay-aux-Roses,STATION,92260,operational,6,station,ok,nonexistent,2018,4,4,15,50,2018-04-04 15:50:00,0
8 Boulevard de la Madeleine,2,2,0,0,0,nonexistent,Paris,STATION,75009,operational,1,station,ok,nonexistent,2018,4,9,18,22,2018-04-09 18:22:00,2
245 rue de Tolbiac,5,5,0,0,0,operational,Paris,STATION,75013,operational,0,station,ok,nonexistent,2018,4,5,6,3,2018-04-05 06:03:00,5
78 Avenue du Maine,5,5,0,0,0,operational,Paris,SPACE,75014,operational,0,full_station,ok,operational,2018,4,5,7,27,2018-04-05 07:27:00,5
28 rue d'Aumale,1,1,0,0,0,nonexistent,Paris,STATION,75009,operational,0,station,ok,nonexistent,2018,4,3,18,44,2018-04-03 18:44:00,1
26 rue Saint-Vincent-de-Paul,0,0,0,0,0,broken,Paris,STATION,75010,broken,0,station,closed,nonexistent,2018,4,3,9,51,2018-04-03 09:51:00,0
46 Quai Henri IV,0,0,0,0,1,operational,Paris,STATION,75004,operational,5,station,ok,nonexistent,2018,4,3,2,39,2018-04-03 02:39:00,0
97 boulevard Berthier,5,5,0,0,0,operational,Paris,STATION,75017,operational,0,station,ok,nonexistent,2018,4,3,16,7,2018-04-03 16:07:00,5
3 Rue Saint Roch,0,0,0,0,0,nonexistent,Paris,STATION,75001,operational,4,station,ok,nonexistent,2018,4,2,8,2,2018-04-02 08:02:00,0
126 Avenue Philippe Auguste,6,6,0,0,0,operational,Paris,STATION,75011,operational,0,station,ok,nonexistent,2018,4,3,8,15,2018-04-03 08:15:00,6
271 Boulevard Pereire,1,1,0,0,1,operational,Paris,STATION,75017,operational,4,station,ok,nonexistent,2018,4,7,4,41,2018-04-07 04:41:00,1
12 Rue Francis de PressensÃ©,4,4,0,0,0,nonexistent,Puteaux,STATION,92800,operational,1,station,ok,nonexistent,2018,4,2,20,49,2018-04-02 20:49:00,4
41 rue Didot,0,0,0,0,0,nonexistent,Paris,STATION,75014,operational,3,station,ok,nonexistent,2018,4,6,6,20,2018-04-06 06:20:00,0
2 Boulevard de la Paix,6,6,0,0,0,nonexistent,Courbevoie,STATION,92400,operational,0,station,ok,nonexistent,2018,4,7,2,4,2018-04-07 02:04:00,6
109 Rue du 8 mai 1945,4,4,1,0,0,nonexistent,Nanterre,STATION,92000,operational,0,station,ok,nonexistent,2018,4,7,3,54,2018-04-07 03:54:00,5
4 rue Ãmile Reynaud,3,3,0,0,0,operational,Paris,STATION,75019,operational,0,station,ok,nonexistent,2018,4,9,22,48,2018-04-09 22:48:00,3
11 rue EugÃ¨ne Varlin,2,2,0,0,0,nonexistent,Villejuif,STATION,94800,operational,3,station,ok,nonexistent,2018,4,7,23,17,2018-04-07 23:17:00,2
70 avenue Henri Martin,5,5,0,0,0,operational,Paris,STATION,75116,operational,1,station,ok,nonexistent,2018,4,8,16,47,2018-04-08 16:47:00,5
137 Rue des PyrÃ©nÃ©es,3,3,0,0,0,operational,Paris,SPACE,75020,operational,1,full_station,ok,operational,2018,4,2,6,13,2018-04-02 06:13:00,3
1 place du parvis Notre-Dame,1,1,0,0,0,nonexistent,Paris,PARKING,75004,operational,5,station,ok,nonexistent,2018,4,4,9,48,2018-04-04 09:48:00,1
12 bis Route de la Reine,3,3,0,0,0,nonexistent,Boulogne-Billancourt,STATION,92100,operational,0,station,ok,nonexistent,2018,4,5,13,5,2018-04-05 13:05:00,3
143 boulevard Vincent Auriol,1,1,1,0,0,operational,Paris,SPACE,75013,operational,2,full_station,ok,operational,2018,4,4,2,33,2018-04-04 02:33:00,2
3 place Richelieu,5,5,0,0,0,nonexistent,Rueil-Malmaison,STATION,92500,operational,1,station,ok,nonexistent,2018,4,8,2,36,2018-04-08 02:36:00,5
31 boulevard de Grenelle,0,0,0,0,0,nonexistent,Paris,PARKING,75015,broken,0,station,closed,nonexistent,2018,4,1,13,2,2018-04-01 13:02:00,0
236 Boulevard Voltaire,3,3,0,2,0,operational,Paris,STATION,75011,operational,0,station,ok,nonexistent,2018,4,1,10,24,2018-04-01 10:24:00,5
50 Boulevard Pereire,2,2,0,1,0,operational,Paris,SPACE,75017,operational,0,full_station,ok,operational,2018,4,3,21,14,2018-04-03 21:14:00,3
15 rue Joseph Bara,0,0,0,0,0,nonexistent,Paris,STATION,75006,operational,5,station,ok,nonexistent,2018,4,1,11,59,2018-04-01 11:59:00,0
65 Avenue Lenine,3,3,0,0,0,nonexistent,Nanterre,STATION,92000,operational,1,station,ok,nonexistent,2018,4,1,15,9,2018-04-01 15:09:00,3
199 Rue du Faubourg Saint-Antoine,1,1,0,0,0,nonexistent,Paris,SPACE,75011,operational,0,full_station,ok,operational,2018,4,5,11,55,2018-04-05 11:55:00,1
143 Avenue Ãmile Zola,4,4,0,1,1,operational,Paris,STATION,75015,operational,1,station,ok,nonexistent,2018,4,8,4,42,2018-04-08 04:42:00,5
34 Rue Antoine Fratacci,0,0,0,0,0,nonexistent,Vanves,STATION,92170,operational,6,station,ok,nonexistent,2018,4,7,16,53,2018-04-07 16:53:00,0
2 place Joffre,3,3,0,0,0,nonexistent,Paris,PARKING,75007,operational,3,station,ok,nonexistent,2018,4,2,0,1,2018-04-02 00:01:00,3
59 boulevard Saint-Jacques,0,0,0,1,1,operational,Paris,STATION,75014,operational,4,station,ok,nonexistent,2018,4,4,14,45,2018-04-04 14:45:00,1
5 rue Jacques Callot,1,1,0,0,0,nonexistent,Paris,STATION,75006,operational,0,station,ok,nonexistent,2018,4,4,15,9,2018-04-04 15:09:00,1
22 Rue Mademoiselle,3,3,0,0,0,nonexistent,Paris,STATION,75015,operational,3,station,ok,nonexistent,2018,4,8,4,24,2018-04-08 04:24:00,3
70 avenue du GÃ©nÃ©ral de Gaulle,4,4,0,0,0,nonexistent,CrÃ©teil,STATION,94000,operational,2,station,ok,nonexistent,2018,4,9,17,6,2018-04-09 17:06:00,4
215 rue Henri Barbusse,4,4,0,0,0,nonexistent,Argenteuil,STATION,95100,operational,2,station,ok,nonexistent,2018,4,2,23,19,2018-04-02 23:19:00,4
36 Avenue Carnot,4,4,0,0,0,nonexistent,Cachan,STATION,94230,operational,2,station,ok,nonexistent,2018,4,9,13,8,2018-04-09 13:08:00,4
11 rue Marguerite Long,3,3,0,0,0,operational,Paris,STATION,75017,operational,3,station,ok,nonexistent,2018,4,4,15,17,2018-04-04 15:17:00,3
51 avenue Raymond PoincarÃ©,0,0,0,0,2,operational,Paris,STATION,75016,operational,5,station,ok,nonexistent,2018,4,6,22,33,2018-04-06 22:33:00,0
2 rue Marie-AndrÃ©e Lagroua Weil-Halle,0,0,0,1,0,nonexistent,Paris,STATION,75013,operational,3,station,ok,nonexistent,2018,4,3,6,13,2018-04-03 06:13:00,1
24 Avenue du Pont Royal,1,1,0,0,0,nonexistent,Cachan,STATION,94230,operational,5,station,ok,nonexistent,2018,4,5,13,57,2018-04-05 13:57:00,1
35 avenue du GÃ©nÃ©ral Leclerc,0,0,0,0,0,nonexistent,Bourg-la-Reine,STATION,92340,broken,0,station,closed,nonexistent,2018,4,5,21,6,2018-04-05 21:06:00,0
1 place du 8 mai 1945,5,5,0,0,0,nonexistent,Joinville-le-Pont,SPACE,94340,operational,1,full_station,ok,operational,2018,4,4,15,43,2018-04-04 15:43:00,5
125 rue Diderot,2,2,0,0,0,nonexistent,Drancy,STATION,93700,operational,3,station,ok,nonexistent,2018,4,9,10,25,2018-04-09 10:25:00,2
66 rue Henri Barbusse,1,1,0,0,0,operational,Paris,STATION,75014,operational,0,station,ok,nonexistent,2018,4,6,19,38,2018-04-06 19:38:00,1
18 Rue de la Perle,0,0,0,0,0,nonexistent,Paris,SPACE,75003,operational,4,full_station,ok,operational,2018,4,7,8,24,2018-04-07 08:24:00,0
20 Rue Villiot,0,0,0,0,0,broken,Paris,SPACE,75012,broken,0,full_station,closed,broken,2018,4,6,5,32,2018-04-06 05:32:00,0
7 boulevard Malesherbes,0,0,0,0,2,operational,Paris,STATION,75008,operational,6,station,ok,nonexistent,2018,4,6,1,31,2018-04-06 01:31:00,0
2 avenue Parmentier,5,5,0,0,0,operational,Paris,SPACE,75011,operational,0,full_station,ok,operational,2018,4,5,1,3,2018-04-05 01:03:00,5
11 rue Henri Say,2,2,0,0,0,nonexistent,AsniÃ¨res-sur-Seine,STATION,92600,operational,3,station,ok,nonexistent,2018,4,3,9,40,2018-04-03 09:40:00,2
76 avenue de Verdun,3,3,0,0,0,nonexistent,ChÃ¢tillon,STATION,92320,operational,1,station,ok,nonexistent,2018,4,6,18,8,2018-04-06 18:08:00,3
43 Rue de Monceau,0,0,0,0,2,operational,Paris,STATION,75008,operational,3,station,ok,nonexistent,2018,4,5,20,0,2018-04-05 20:00:00,0
1 Rue Riocreux,3,3,0,0,0,nonexistent,SÃ¨vres,STATION,92310,operational,2,station,ok,nonexistent,2018,4,9,21,25,2018-04-09 21:25:00,3
137 Rue des PyrÃ©nÃ©es,3,3,0,0,0,operational,Paris,SPACE,75020,operational,0,full_station,ok,operational,2018,4,7,21,40,2018-04-07 21:40:00,3
81 Avenue de la Division Leclerc,0,0,0,0,0,nonexistent,ChÃ¢tenay-Malabry,STATION,92290,broken,0,station,closed,nonexistent,2018,4,9,4,33,2018-04-09 04:33:00,0
2 rue de la Coussaye,5,5,0,0,0,nonexistent,Enghien-les-Bains,STATION,95880,operational,1,station,ok,nonexistent,2018,4,6,1,55,2018-04-06 01:55:00,5
273 rue du MÃ©nil,6,6,0,0,0,nonexistent,AsniÃ¨res-sur-Seine,STATION,92600,operational,0,station,ok,nonexistent,2018,4,7,6,13,2018-04-07 06:13:00,6
20 Quai de la MÃ©gisserie,0,0,0,0,0,nonexistent,Paris,CENTER,75001,nonexistent,0,subs_center,closed,broken,2018,4,4,5,1,2018-04-04 05:01:00,0
231 rue des PyrÃ©nÃ©es,3,3,1,0,0,nonexistent,Paris,STATION,75020,operational,0,station,ok,nonexistent,2018,4,3,4,12,2018-04-03 04:12:00,4
55 avenue de SÃ©gur,0,0,0,0,1,operational,Paris,STATION,75007,operational,5,station,ok,nonexistent,2018,4,9,19,30,2018-04-09 19:30:00,0
161 Avenue de Suffren,0,0,0,0,2,operational,Paris,STATION,75015,operational,5,station,ok,nonexistent,2018,4,8,16,31,2018-04-08 16:31:00,0
6 avenue du GÃ©nÃ©ral de Gaulle,4,4,1,0,0,nonexistent,Vincennes,STATION,94300,operational,2,station,ok,nonexistent,2018,4,1,10,18,2018-04-01 10:18:00,5
15 boulevard Mortier,5,5,0,0,0,operational,Paris,STATION,75020,operational,0,station,ok,nonexistent,2018,4,4,3,20,2018-04-04 03:20:00,5
12 Rue des Pyramides,4,4,0,1,0,operational,Paris,STATION,75001,operational,0,station,ok,nonexistent,2018,4,5,15,13,2018-04-05 15:13:00,5
20 bis rue du Sergent Godefroy,1,1,0,0,0,nonexistent,Montreuil,STATION,93100,operational,5,station,ok,nonexistent,2018,4,2,10,56,2018-04-02 10:56:00,1
86 rue Pelleport,3,3,0,0,0,nonexistent,Paris,STATION,75020,operational,1,station,ok,nonexistent,2018,4,3,15,40,2018-04-03 15:40:00,3
28 avenue de Niel,4,4,0,0,0,operational,Paris,STATION,75017,operational,0,station,ok,nonexistent,2018,4,6,5,52,2018-04-06 05:52:00,4
6 rue GuÃ©briant,1,1,0,0,1,operational,Paris,STATION,75020,operational,3,station,ok,nonexistent,2018,4,2,16,59,2018-04-02 16:59:00,1
17 rue Jean-Pierre Timbaud,5,5,2,0,0,nonexistent,Fontenay-Sous-Bois,STATION,94120,operational,0,station,ok,nonexistent,2018,4,2,0,47,2018-04-02 00:47:00,7
64 rue du Faubourg PoissonniÃ¨re,0,0,0,0,0,nonexistent,Paris,STATION,75010,operational,4,station,ok,nonexistent,2018,4,2,12,16,2018-04-02 12:16:00,0
5 rue des Ecoles,4,4,0,1,0,nonexistent,Nanterre,STATION,92000,operational,0,station,ok,nonexistent,2018,4,6,5,43,2018-04-06 05:43:00,5
43 rue Vivienne,0,0,0,0,0,nonexistent,Paris,STATION,75002,broken,0,station,closed,nonexistent,2018,4,1,12,58,2018-04-01 12:58:00,0
18 Boulevard Garibaldi,5,5,0,1,0,nonexistent,Issy-les-Moulineaux,STATION,92130,operational,0,station,ok,nonexistent,2018,4,7,7,42,2018-04-07 07:42:00,6
58 Avenue de la Division Leclerc,0,0,0,0,0,nonexistent,Cachan,STATION,94230,broken,0,station,closed,nonexistent,2018,4,6,6,18,2018-04-06 06:18:00,0
3 Rue Henard,2,2,0,0,0,operational,Paris,STATION,75012,operational,2,station,ok,nonexistent,2018,4,8,16,23,2018-04-08 16:23:00,2
93 avenue Victor Hugo,2,2,0,0,0,operational,Paris,STATION,75016,operational,0,station,ok,nonexistent,2018,4,3,17,4,2018-04-03 17:04:00,2
1 rue de YÃ©limanÃ©,4,4,0,1,0,nonexistent,Montreuil,STATION,93100,operational,0,station,ok,nonexistent,2018,4,9,3,59,2018-04-09 03:59:00,5
27 rue Pastourelle,4,4,0,0,0,operational,Paris,STATION,75003,operational,2,station,ok,nonexistent,2018,4,1,19,10,2018-04-01 19:10:00,4
60 rue Edouard Vaillant,5,5,0,1,0,nonexistent,Bagnolet,STATION,93170,operational,0,station,ok,nonexistent,2018,4,9,10,3,2018-04-09 10:03:00,6
143 boulevard Vincent Auriol,1,1,0,0,0,operational,Paris,SPACE,75013,operational,3,full_station,ok,operational,2018,4,8,20,25,2018-04-08 20:25:00,1
52 Boulevard de la RÃ©publique,6,6,0,0,0,operational,La Garenne-Colombes,SPACE,92250,operational,0,full_station,ok,broken,2018,4,6,1,13,2018-04-06 01:13:00,6
73 Rue de Rome,1,1,0,0,1,operational,Paris,STATION,75008,operational,3,station,ok,nonexistent,2018,4,4,23,48,2018-04-04 23:48:00,1
181 quater Avenue de Clichy,2,2,0,1,0,nonexistent,Paris,STATION,75017,operational,0,station,ok,nonexistent,2018,4,8,4,15,2018-04-08 04:15:00,3
136 boulevard Raspail,0,0,0,0,0,broken,Paris,STATION,75006,broken,0,station,closed,nonexistent,2018,4,3,16,18,2018-04-03 16:18:00,0
136 boulevard Raspail,0,0,0,0,0,broken,Paris,STATION,75006,broken,0,station,closed,nonexistent,2018,4,4,2,56,2018-04-04 02:56:00,0
2 place Joffre,0,0,0,0,0,nonexistent,Paris,PARKING,75007,operational,6,station,ok,nonexistent,2018,4,1,14,25,2018-04-01 14:25:00,0
1 rue du Docteur Schweitzer,3,3,1,0,0,nonexistent,Bagneux,STATION,92220,operational,0,station,ok,nonexistent,2018,4,9,12,39,2018-04-09 12:39:00,4
12 rue Larmeroux,1,1,0,0,0,nonexistent,Vanves,STATION,92170,operational,3,station,ok,nonexistent,2018,4,6,9,40,2018-04-06 09:40:00,1
4 Rue Croix des Petits Champs,0,0,0,0,0,nonexistent,Paris,STATION,75001,operational,3,station,ok,nonexistent,2018,4,9,0,45,2018-04-09 00:45:00,0
16 avenue GalilÃ©e,7,7,0,0,0,nonexistent,Le Plessis-Robinson,STATION,92350,operational,0,station,ok,nonexistent,2018,4,5,6,54,2018-04-05 06:54:00,7
1 Rue du Moutier,2,2,0,0,0,nonexistent,Saint-Ouen,STATION,93400,operational,0,station,ok,nonexistent,2018,4,8,19,14,2018-04-08 19:14:00,2
121 avenue AndrÃ© Morizet,5,5,0,1,0,nonexistent,Boulogne-Billancourt,STATION,92100,operational,0,station,ok,nonexistent,2018,4,7,17,32,2018-04-07 17:32:00,6
106 Boulevard Voltaire,0,0,0,0,1,operational,Paris,SPACE,75011,operational,5,full_station,ok,operational,2018,4,8,3,49,2018-04-08 03:49:00,0
2 boulevard Pesaro,2,2,0,0,0,nonexistent,Nanterre,STATION,92000,operational,4,station,ok,nonexistent,2018,4,1,16,54,2018-04-01 16:54:00,2
9 rue Jacques Mazaud,6,6,0,0,0,nonexistent,Levallois-Perret,PARKING,92300,operational,0,station,ok,nonexistent,2018,4,2,8,18,2018-04-02 08:18:00,6
20 Avenue Lombard,6,6,0,0,0,nonexistent,Fontenay-aux-Roses,STATION,92260,operational,0,station,ok,nonexistent,2018,4,4,0,5,2018-04-04 00:05:00,6
200 rue Raymond PoincarÃ©,2,2,0,0,1,operational,Yerres,STATION,91330,operational,5,station,ok,nonexistent,2018,4,2,15,55,2018-04-02 15:55:00,2
51 avenue Aristide Briand,3,3,0,1,0,nonexistent,Le Plessis-Robinson,STATION,92350,operational,2,station,ok,nonexistent,2018,4,2,9,36,2018-04-02 09:36:00,4
59 boulevard Gallieni,3,3,0,0,0,nonexistent,Issy-les-Moulineaux,STATION,92130,operational,3,station,ok,nonexistent,2018,4,4,6,4,2018-04-04 06:04:00,3
1 rue Velpeau,1,1,0,0,0,nonexistent,Paris,PARKING,75007,operational,5,station,ok,nonexistent,2018,4,1,7,54,2018-04-01 07:54:00,1
8 rue RÃ©musat,3,3,0,0,0,operational,Paris,SPACE,75016,operational,2,full_station,ok,operational,2018,4,6,10,55,2018-04-06 10:55:00,3
76 avenue de Verdun,5,5,0,0,0,nonexistent,ChÃ¢tillon,STATION,92320,operational,1,station,ok,nonexistent,2018,4,2,5,0,2018-04-02 05:00:00,5
77 Quai de Seine,1,1,0,0,0,nonexistent,Paris,STATION,75019,operational,3,station,ok,nonexistent,2018,4,1,11,7,2018-04-01 11:07:00,1
136 boulevard Raspail,0,0,0,0,0,broken,Paris,STATION,75006,broken,0,station,closed,nonexistent,2018,4,3,17,0,2018-04-03 17:00:00,0
1 Place Ferrari,3,3,0,0,0,nonexistent,Clamart,STATION,92140,operational,2,station,ok,nonexistent,2018,4,9,11,10,2018-04-09 11:10:00,3
2 Avenue de Taillebourg,4,4,0,0,0,operational,Paris,STATION,75011,operational,0,station,ok,nonexistent,2018,4,9,13,33,2018-04-09 13:33:00,4
2 Rue de Rungis,5,5,0,0,0,operational,Paris,STATION,75013,operational,1,station,ok,nonexistent,2018,4,6,16,43,2018-04-06 16:43:00,5
2 boulevard Edgar Quinet,2,2,0,0,1,operational,Paris,STATION,75014,operational,2,station,ok,nonexistent,2018,4,3,14,35,2018-04-03 14:35:00,2
2 rue Pierre Renaudel,4,4,0,0,0,nonexistent,Champigny-sur-Marne,SPACE,94500,operational,2,full_station,ok,operational,2018,4,4,6,54,2018-04-04 06:54:00,4
161 boulevard Bineau,0,0,0,0,0,nonexistent,Neuilly-sur-Seine,STATION,92200,broken,0,station,closed,nonexistent,2018,4,2,21,27,2018-04-02 21:27:00,0
62 rue Jean-Jacques Rousseau,2,2,0,0,0,nonexistent,Paris,STATION,75001,operational,1,station,ok,nonexistent,2018,4,2,15,27,2018-04-02 15:27:00,2
9 rue RenÃ© Sahors,4,4,0,0,0,nonexistent,Vanves,STATION,92170,operational,0,station,ok,nonexistent,2018,4,9,22,17,2018-04-09 22:17:00,4
1 Rue RenÃ© Jacques,2,2,0,0,0,operational,Issy-les-Moulineaux,STATION,92130,operational,2,station,ok,nonexistent,2018,4,7,23,28,2018-04-07 23:28:00,2
62 rue Jean-Jacques Rousseau,0,0,1,1,0,nonexistent,Paris,STATION,75001,operational,0,station,ok,nonexistent,2018,4,3,14,11,2018-04-03 14:11:00,2
12 Avenue de la Division Leclerc,3,3,1,0,0,nonexistent,ChÃ¢tillon,SPACE,92320,operational,1,full_station,ok,operational,2018,4,4,18,20,2018-04-04 18:20:00,4
37 rue Sainte-Croix de la Bretonnerie,0,0,0,0,0,nonexistent,Paris,STATION,75004,operational,2,station,ok,nonexistent,2018,4,5,1,37,2018-04-05 01:37:00,0
185 avenue du Maine,2,2,0,0,1,operational,Paris,STATION,75014,operational,3,station,ok,nonexistent,2018,4,3,1,3,2018-04-03 01:03:00,2
3 avenue Paul Doumer,4,4,0,0,0,nonexistent,Rueil-Malmaison,STATION,92500,operational,2,station,ok,nonexistent,2018,4,4,0,56,2018-04-04 00:56:00,4
2 Rue Houdart de Lamotte,0,0,0,0,0,nonexistent,Paris,STATION,75015,operational,3,station,ok,nonexistent,2018,4,7,23,18,2018-04-07 23:18:00,0
35 rue Mathis,0,0,0,0,0,nonexistent,Paris,STATION,75019,operational,4,station,ok,nonexistent,2018,4,1,6,40,2018-04-01 06:40:00,0
27 rue Geoffroy-Saint-Hilaire,1,1,0,0,1,operational,Paris,STATION,75005,operational,3,station,ok,nonexistent,2018,4,1,20,7,2018-04-01 20:07:00,1
6 rue GuÃ©briant,3,3,0,0,0,operational,Paris,STATION,75020,operational,0,station,ok,nonexistent,2018,4,3,1,1,2018-04-03 01:01:00,3
68 rue de la Bonne Aventure,0,0,0,0,0,nonexistent,Versailles,STATION,78000,operational,7,station,ok,nonexistent,2018,4,3,2,17,2018-04-03 02:17:00,0
